"Transaction Date","Transaction ID","Transaction Status","Transaction Type","From","To","Plant Community Type","Sub Region","Offset Trading Group","Vegetation Formation","Scientific Name","Common Name","Number Of Credits","Price Per Credit (Ex-GST)","Philanthropic Reason For Transfer Disclosed","Retirement Reason","Other Reason for Retiring","Reference Number of Obligation","Address of Obligation","Local Government Area of Obligation","Date of Consent Approval"
"2021-10-13","00028710","Completed","Retire","CR-6986","CR-9691","White Box - Blakely's Red Gum - Long-leaved Box - Nortons Box - Red Stringybark grass-shrub woodland on shallow soils on hills in the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Ri","Grassy Woodlands","","","7","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD6697","","",""
"2021-10-18","00028796","Completed","Transfer","CR-6418","CR-9812","Narrow-leaved Ironbark - Yellow bloodwood - Rough-barked Apple shrubby open forest on sandstone ranges of the Sydney Basin","Yengo","Sydney Coastal Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","20","10714","No","","","","","",""
"2021-10-18","00028796","Completed","Transfer","CR-6420","CR-9813","Rough-barked Apple - red gum grassy woodland of the MacDonald River Valley on the Central Coast, Sydney Basin Bioregion","Yengo","River-Flat Eucalypt Forest on Coastal Floodplains of the New South Wales North Coast, Sydney Basin and South East Corner Bioregions","Forested Wetlands","","","7","14274.55","No","","","","","",""
"2021-10-27","00028980","Completed","Transfer","CR-6302","CR-9985","Rough-barked Apple - Yellow Box grass/shrub footslope open forest, Brigalow Belt South Bioregion","Pilliga","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Ri","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","17","6825","No","","","","","",""
"2021-10-27","00028980","Completed","Transfer","CR-6303","CR-9986","Black Cypress Pine - Narrow-leaved Ironbark - red gum +/- White Bloodwood shrubby open forest on hills of the southern Pilliga, Coonabarabran and Garawilla regions, Brigalow Belt South Bioregion","Pilliga","Western Slopes Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","91","50","No","","","","","",""
"2021-10-27","00028980","Completed","Transfer","CR-6304","CR-9987","White Box grass shrub hill woodland on clay to loam soils on volcanic and sedimentary hills in the southern Brigalow Belt South Bioregion","Pilliga","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Ri","Grassy Woodlands","","","2","6825","No","","","","","",""
"2021-10-27","00028980","Completed","Transfer","CR-6305","CR-9988","Queensland Bluegrass - Redleg Grass - Rats Tail Grass - spear grass - panic grass derived grassland of the Nandewar Bioregion and Brigalow Belt South Bioregion","Pilliga","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Riverina Bioregions","Grassy Woodlands","","","15","6825","No","","","","","",""
"2021-10-27","00028980","Completed","Transfer","CR-6306","CR-9989","Blakely's Red Gum - Yellow Box grassy tall woodland on flats and hills in the Brigalow Belt South Bioregion and Nandewar Bioregion","Pilliga","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Riverina Bioregions","Grassy Woodlands","","","2","6825","No","","","","","",""
"2021-11-23","00029636","Completed","Transfer","CR-7745","CR-10550","Rough-Barked Apple - red gum - Yellow Box woodland on alluvial clay to loam soils on valley flats in the northern NSW South Western Slopes Bioregion and Brigalow Belt South Bioregion","Capertee Valley","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Ri","Grassy Woodlands","","","70","4385","No","","","","","",""
"2021-11-25","00029718","Completed","Transfer","CR-5737","CR-10610","Cumberland shale hills woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","42","28000","No","","","","","",""
"2021-12-01","00029857","Completed","Retire","CR-10550","CR-10685","Rough-Barked Apple - red gum - Yellow Box woodland on alluvial clay to loam soils on valley flats in the northern NSW South Western Slopes Bioregion and Brigalow Belt South Bioregion","Capertee Valley","White Box - Yellow Box - Blakely's Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","70","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD 8573","","",""
"2021-12-08","00029998","Completed","Transfer","CR-9011","CR-10907","Weeping Myall open woodland of the Riverina Bioregion and NSW South Western Slopes Bioregion","Lower Slopes","Myall Woodland in the Darling Riverine Plains, Brigalow Belt South, Cobar Peneplain, Murray-Darling Depression, Riverina and NSW South Western Slopes bioregions","Semi-arid Woodlands (Grassy sub-formation)","","","537","2311.78","No","","","","","",""
"2021-12-08","00029998","Completed","Transfer","CR-9012","CR-10908","Shallow freshwater wetland sedgeland in depressions on floodplains on inland alluivial plains and floodplains","Lower Slopes","Inland Floodplain Swamps >=50% and <70%","Freshwater Wetlands","","","134","2311.78","No","","","","","",""
"2021-12-08","00029998","Completed","Transfer","CR-9013","CR-10909","Belah woodland on alluvial plains and low rises in the central NSW wheatbelt to Pilliga and Liverpool Plains regions.","Lower Slopes","North-west Floodplain Woodlands >=70% and <90%","Semi-arid Woodlands (Grassy sub-formation)","","","1099","2311.78","No","","","","","",""
"2021-12-08","00029998","Completed","Transfer","CR-9014","CR-10910","River Red Gum swampy woodland wetland on cowals (lakes) and associated flood channels in central NSW","Lower Slopes","Inland Riverine Forests >=50% and <70%","Forested Wetlands","","","909","2311.78","No","","","","","",""
"2021-12-13","00030096","Completed","Transfer","CR-5738","CR-10953","","Cumberland","","","Meridolum corneovirens","Cumberland Plain Land Snail","6","534.45","No","","","","","",""
"2021-12-13","00030100","Completed","Transfer","CR-5738","CR-10958","","Cumberland","","","Meridolum corneovirens","Cumberland Plain Land Snail","2","259.115","No","","","","","",""
"2021-12-13","00030102","Completed","Retire","CR-9985","CR-10959","Rough-barked Apple - Yellow Box grass/shrub footslope open forest, Brigalow Belt South Bioregion","Pilliga","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Riverina Bioregions","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","17","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","10_0163","","",""
"2021-12-13","00030102","Completed","Retire","CR-9986","CR-10960","Black Cypress Pine - Narrow-leaved Ironbark - red gum +/- White Bloodwood shrubby open forest on hills of the southern Pilliga, Coonabarabran and Garawilla regions, Brigalow Belt South Bioregion","Pilliga","Western Slopes Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","91","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","10_0163","","",""
"2021-12-13","00030102","Completed","Retire","CR-9987","CR-10961","White Box grass shrub hill woodland on clay to loam soils on volcanic and sedimentary hills in the southern Brigalow Belt South Bioregion","Pilliga","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Riverina Bioregions","Grassy Woodlands","","","2","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","10_0163","","",""
"2021-12-13","00030102","Completed","Retire","CR-9988","CR-10962","Queensland Bluegrass - Redleg Grass - Rats Tail Grass - spear grass - panic grass derived grassland of the Nandewar Bioregion and Brigalow Belt South Bioregion","Pilliga","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Riverina Bioregions","Grassy Woodlands","","","15","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","10_0163","","",""
"2021-12-13","00030102","Completed","Retire","CR-9989","CR-10963","Blakely's Red Gum - Yellow Box grassy tall woodland on flats and hills in the Brigalow Belt South Bioregion and Nandewar Bioregion","Pilliga","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Riverina Bioregions","Grassy Woodlands","","","2","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","10_0163","","",""
"2021-12-16","00030193","Completed","Retire","CR-8897","CR-11068","Rough-barked Apple - red gum grassy woodland of the MacDonald River Valley on the Central Coast, Sydney Basin Bioregion","Yengo","River-Flat Eucalypt Forest on Coastal Floodplains of the New South Wales North Coast, Sydney Basin and South East Corner Bioregions","Forested Wetlands","","","211","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD9667","","",""
"2021-12-16","00030193","Completed","Retire","CR-10610","CR-11069","Cumberland shale hills woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","42","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD9667","","",""
"2021-12-16","00030191","Completed","Transfer","CR-6420","CR-11070","Rough-barked Apple - red gum grassy woodland of the MacDonald River Valley on the Central Coast, Sydney Basin Bioregion","Yengo","River-Flat Eucalypt Forest on Coastal Floodplains of the New South Wales North Coast, Sydney Basin and South East Corner Bioregions","Forested Wetlands","","","18","15547.67","No","","","","","",""
"2022-01-19","00030510","Completed","Transfer","CR-5474","CR-11424","Blackbutt - Pink Bloodwood shrubby open forest of the coastal lowlands of the NSW North Coast Bioregion","Wollemi","River-Flat Eucalypt Forest on Coastal Floodplains of the New South Wales North Coast, Sydney Basin and South East Corner Bioregions","Wet Sclerophyll Forests (Shrubby sub-formation)","","","16","15936.73","No","","","","","",""
"2022-01-19","00030515","Completed","Transfer","CR-6321","CR-11425","Cumberland shale plains woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","20","32750","No","","","","","",""
"2022-01-19","00030518","Completed","Transfer","CR-4305","CR-11426","Blackbutt - Turpentine - Sydney Blue Gum mesic tall open forest on ranges of the Central Coast","Wyong","North Coast Wet Sclerophyll Forests <50%","Wet Sclerophyll Forests (Shrubby sub-formation)","","","23","4897.32","No","","","","","",""
"2022-01-28","00030650","Completed","Transfer","CR-7330","CR-11504","Western Grey Box tall grassy woodland on alluvial loam and clay soils in the NSW South Western Slopes and Riverina Bioregions","Inland Slopes","Western Grey Box tall grassy woodland on alluvial loam and clay soils in the NSW South Western Slopes and Riverina Bioregions","Grassy Woodlands","","","38","1855.41","No","","","","","",""
